time,frame,track_id,class,x1,y1,x2,y2
1776295999.8256102,324,2,2,434,117,499,184
1776295999.8256102,324,4,2,417,56,473,100
1776295999.8256102,324,7,2,416,17,470,67
1776295999.8256102,324,51,2,587,52,644,94
1776295999.8256102,324,53,2,619,29,672,66
1776295999.8256102,324,55,3,795,102,845,136
1776295999.8256102,324,58,2,515,58,566,104
1776295999.8256102,324,65,3,679,38,698,63
1776295999.877432,325,1,2,424,231,529,354
1776295999.8784025,325,2,2,434,116,499,183
1776295999.8784025,325,4,2,417,56,473,100
1776295999.8784025,325,7,2,417,17,470,66
1776295999.8784025,325,51,2,587,51,643,94
1776295999.8784025,325,53,2,618,29,670,65
1776295999.8784025,325,55,3,795,101,845,136
1776295999.8784025,325,58,2,514,56,565,102
1776295999.8784025,325,65,3,679,39,698,62
1776295999.9578652,326,1,2,424,231,529,353
1776295999.9578652,326,2,2,434,116,499,183
1776295999.9578652,326,4,2,417,55,473,99
1776295999.9578652,326,7,2,417,17,470,65
1776295999.9578652,326,51,2,585,49,640,91
1776295999.9578652,326,53,2,614,27,667,63
1776295999.9588377,326,55,3,795,101,845,135
1776295999.9588377,326,58,2,513,53,562,97
1776295999.9588377,326,65,3,681,39,699,62
1776296000.018536,327,1,2,424,231,529,353
1776296000.018536,327,2,2,434,115,499,182
1776296000.018536,327,4,2,417,55,472,99
1776296000.018536,327,7,2,417,17,470,65
1776296000.018536,327,51,2,585,49,639,90
1776296000.018536,327,53,2,613,26,665,62
1776296000.018536,327,58,2,512,52,561,95
1776296000.018536,327,65,3,682,40,699,61
1776296000.095331,328,1,2,424,230,529,353
1776296000.095331,328,2,2,434,115,499,182
1776296000.095331,328,4,2,416,55,473,99
1776296000.095331,328,7,2,416,17,470,66
1776296000.095331,328,51,2,584,47,637,87
1776296000.095331,328,53,2,609,24,659,58
1776296000.095331,328,58,2,511,48,558,91
1776296000.095331,328,65,3,682,38,701,63
1776296000.149738,329,1,2,424,230,529,353
1776296000.149738,329,2,2,435,115,498,181
1776296000.149738,329,4,2,416,54,473,99
1776296000.149738,329,7,2,416,17,470,66
1776296000.149738,329,51,2,583,46,637,86
1776296000.149738,329,53,2,608,23,657,57
1776296000.149738,329,58,2,511,48,557,89
1776296000.149738,329,65,3,682,38,701,63
1776296000.2262647,330,1,2,424,230,528,352
1776296000.2262647,330,2,2,434,115,498,181
1776296000.2262647,330,4,2,416,54,473,99
1776296000.2262647,330,7,2,417,17,470,64
1776296000.2262647,330,51,2,582,45,634,84
1776296000.2262647,330,53,2,604,20,654,54
1776296000.2262647,330,58,2,510,45,556,85
1776296000.2262647,330,65,3,682,38,702,63
1776296000.278614,331,1,2,424,230,528,352
1776296000.278614,331,2,2,434,115,498,180
1776296000.278614,331,4,2,416,54,473,99
1776296000.278614,331,7,2,417,17,469,64
1776296000.278614,331,51,2,581,44,634,83
1776296000.278614,331,53,2,603,19,653,54
1776296000.278614,331,58,2,510,44,555,84
1776296000.278614,331,65,3,683,38,702,63
1776296000.3546224,332,1,2,424,230,528,352
1776296000.3546224,332,2,2,434,115,497,180
1776296000.3546224,332,4,2,416,54,473,99
1776296000.3555965,332,7,2,416,17,470,65
1776296000.3555965,332,51,2,580,43,631,81
1776296000.3555965,332,53,2,604,17,650,50
1776296000.3555965,332,58,2,508,41,552,79
1776296000.3555965,332,65,3,684,40,702,63
1776296000.4138188,333,1,2,424,230,528,352
1776296000.4138188,333,2,2,434,114,497,179
1776296000.4138188,333,4,2,416,54,473,99
1776296000.4138188,333,7,2,415,17,470,66
1776296000.4138188,333,51,2,579,42,630,80
1776296000.4138188,333,53,2,604,17,649,49
1776296000.4138188,333,58,2,508,40,551,78
1776296000.4147956,333,65,3,685,40,702,62
1776296000.4947202,334,1,2,424,229,528,351
1776296000.4947202,334,2,2,433,114,497,179
1776296000.4947202,334,4,2,417,54,473,98
1776296000.4947202,334,7,2,415,17,470,66
1776296000.4947202,334,51,2,578,41,628,78
1776296000.4947202,334,53,2,598,15,644,49
1776296000.4947202,334,58,2,506,36,550,75
1776296000.4947202,334,65,3,686,41,702,62
1776296000.5512433,335,1,2,424,229,528,350
1776296000.5512433,335,2,2,433,113,498,179
1776296000.5512433,335,4,2,417,54,473,98
1776296000.5512433,335,7,2,415,17,470,66
1776296000.5512433,335,51,2,577,40,627,77
1776296000.5512433,335,53,2,596,15,643,49
1776296000.5512433,335,58,2,505,35,550,74
1776296000.5512433,335,65,3,686,42,702,62
1776296000.6437953,336,1,2,424,228,529,350
1776296000.6437953,336,2,2,434,113,497,178
1776296000.6437953,336,4,2,417,55,473,98
1776296000.6437953,336,7,2,415,17,471,67
1776296000.6437953,336,51,2,576,39,626,75
1776296000.6437953,336,53,2,595,12,638,44
1776296000.6437953,336,58,2,505,33,548,71
1776296000.6437953,336,65,3,686,41,703,63
1776296000.70239,337,1,2,424,227,529,349
1776296000.70239,337,2,2,434,113,497,177
1776296000.70239,337,4,2,417,55,473,98
1776296000.70239,337,7,2,415,17,471,67
1776296000.70239,337,51,2,575,38,625,75
1776296000.70239,337,53,2,594,11,636,42
1776296000.70239,337,58,2,505,33,547,70
1776296000.70239,337,65,3,686,41,703,63
1776296000.790465,338,1,2,425,227,528,348
1776296000.790465,338,2,2,434,113,497,177
1776296000.790465,338,4,2,416,55,473,99
1776296000.790465,338,7,2,415,17,471,67
1776296000.791438,338,51,2,574,36,624,73
1776296000.791438,338,53,2,590,10,634,42
1776296000.791438,338,58,2,504,31,544,66
1776296000.791438,338,65,3,686,41,703,64
1776296000.848241,339,1,2,425,226,528,348
1776296000.848241,339,2,2,435,112,497,176
1776296000.848241,339,4,2,416,55,473,99
1776296000.848241,339,7,2,415,17,471,67
1776296000.848241,339,51,2,573,35,623,72
1776296000.848241,339,53,2,588,9,632,43
1776296000.848241,339,58,2,504,30,543,65
1776296000.848241,339,65,3,686,42,703,64
1776296000.9407535,340,1,2,425,226,528,347
1776296000.9407535,340,2,2,435,112,497,176
1776296000.9407535,340,4,2,416,55,473,99
1776296000.9407535,340,7,2,415,17,471,67
1776296000.9407535,340,51,2,573,34,621,69
1776296000.9407535,340,53,2,584,7,632,44
1776296000.9407535,340,58,2,503,28,542,62
1776296000.9407535,340,65,3,686,40,704,64
1776296000.9407535,340,68,2,372,0,407,12
1776296001.001496,341,1,2,425,225,528,346
1776296001.001496,341,2,2,435,112,497,175
1776296001.001496,341,4,2,417,54,473,99
1776296001.001496,341,7,2,415,17,471,67
1776296001.001496,341,51,2,572,33,620,68
1776296001.001496,341,53,2,582,6,631,44
1776296001.001496,341,58,2,503,27,541,61
1776296001.0024693,341,65,3,686,40,704,64
1776296001.0024693,341,68,2,371,0,408,13
1776296001.0913322,342,1,2,425,225,528,345
1776296001.0913322,342,2,2,435,112,496,175
1776296001.0913322,342,4,2,416,55,474,101
1776296001.0913322,342,7,2,415,17,471,68
1776296001.0927699,342,51,2,571,32,619,67
1776296001.0927699,342,53,2,581,5,627,42
1776296001.0927699,342,58,2,502,25,540,58
1776296001.0927699,342,65,3,688,42,705,65
1776296001.0927699,342,68,2,367,0,408,14
1776296001.0927699,342,69,2,939,5,958,30
1776296001.0927699,342,70,3,795,98,841,136
1776296001.1545677,343,1,2,425,225,527,344
1776296001.1545677,343,2,2,435,112,496,174
1776296001.1545677,343,4,2,416,55,474,101
1776296001.1545677,343,7,2,415,17,471,68
1776296001.1545677,343,51,2,570,31,618,67
1776296001.1545677,343,53,2,581,5,625,40
1776296001.1545677,343,58,2,502,25,540,58
1776296001.1545677,343,65,3,688,43,705,65
1776296001.1545677,343,68,2,366,0,408,15
1776296001.1545677,343,69,2,939,5,958,30
1776296001.1545677,343,70,3,796,98,841,135
1776296001.2448802,344,1,2,425,225,527,343
1776296001.2448802,344,2,2,435,112,496,174
1776296001.2448802,344,4,2,416,55,474,101
1776296001.2448802,344,7,2,415,17,471,68
1776296001.2448802,344,51,2,569,30,616,65
1776296001.2448802,344,53,2,579,4,623,39
1776296001.2448802,344,58,2,502,23,539,55
1776296001.2448802,344,65,3,688,41,706,66
1776296001.2448802,344,68,2,364,0,409,16
1776296001.2448802,344,69,2,928,3,950,31
1776296001.245854,344,70,3,796,98,842,136
1776296001.3057456,345,1,2,425,224,527,342
1776296001.3057456,345,2,2,435,111,496,174
1776296001.3057456,345,4,2,416,55,474,101
1776296001.3057456,345,7,2,415,17,470,68
1776296001.3057456,345,51,2,568,29,615,64
1776296001.3057456,345,58,2,501,22,539,55
1776296001.3057456,345,65,3,688,41,706,67
1776296001.3057456,345,68,2,363,0,409,17
1776296001.3057456,345,69,2,924,3,948,31
1776296001.3057456,345,70,3,796,98,842,136
1776296001.3928785,346,1,2,426,224,527,341
1776296001.3928785,346,2,2,435,111,496,174
1776296001.3928785,346,4,2,416,55,474,101
1776296001.3928785,346,7,2,416,17,470,66
1776296001.3928785,346,51,2,567,28,614,62
1776296001.3928785,346,58,2,501,20,537,51
1776296001.3928785,346,65,3,688,41,706,66
1776296001.393855,346,68,2,361,0,410,18
1776296001.393855,346,69,2,920,2,945,32
1776296001.393855,346,70,3,797,99,842,136
1776296001.4518735,347,1,2,426,223,527,340
1776296001.4518735,347,2,2,435,111,496,173
1776296001.4518735,347,4,2,416,55,473,101
1776296001.4518735,347,7,2,417,17,470,66
1776296001.4518735,347,51,2,567,27,613,61
1776296001.4518735,347,58,2,501,19,537,50
1776296001.4530475,347,65,3,688,41,706,66
1776296001.4530475,347,68,2,360,0,409,19
1776296001.5456028,348,1,2,426,223,526,338
1776296001.5456028,348,2,2,435,111,496,173
1776296001.5465767,348,4,2,416,55,474,101
1776296001.5465767,348,7,2,419,17,469,62
1776296001.5465767,348,51,2,566,26,611,60
1776296001.5465767,348,53,2,572,0,614,34
1776296001.5465767,348,58,2,500,17,535,47
1776296001.5465767,348,65,3,690,43,707,68
1776296001.5465767,348,68,2,356,0,408,20
1776296001.5465767,348,70,3,795,96,844,137
1776296001.6094506,349,1,2,426,222,526,337
1776296001.6094506,349,2,2,435,111,496,173
1776296001.6094506,349,4,2,416,56,474,101
1776296001.6094506,349,7,2,420,17,468,61
1776296001.6094506,349,51,2,566,26,610,59
1776296001.610423,349,53,2,571,0,613,34
1776296001.610423,349,58,2,499,16,534,46
1776296001.610423,349,65,3,690,44,708,68
1776296001.610423,349,68,2,355,0,407,21
1776296001.610423,349,70,3,795,96,844,137
1776296001.746253,350,1,2,426,221,527,337
1776296001.746253,350,2,2,435,111,496,173
1776296001.746253,350,4,2,417,56,473,100
1776296001.746253,350,7,2,418,17,469,62
1776296001.7472265,350,51,2,565,25,609,58
1776296001.7472265,350,53,2,571,0,609,31
1776296001.7472265,350,58,2,499,14,534,44
1776296001.7472265,350,65,3,690,44,709,70
1776296001.7472265,350,68,2,352,0,407,23
1776296001.7472265,350,70,3,795,95,844,136
1776296001.7472265,350,72,3,839,403,959,532
1776296001.8158638,351,1,2,426,220,527,336
1776296001.8158638,351,2,2,435,111,496,172
1776296001.8158638,351,4,2,417,56,473,100
1776296001.8158638,351,7,2,418,17,469,63
1776296001.8158638,351,51,2,565,24,609,57
1776296001.8158638,351,53,2,571,0,608,29
1776296001.8158638,351,58,2,498,13,534,44
1776296001.8158638,351,65,3,690,45,709,70
1776296001.8158638,351,68,2,351,0,406,24
1776296001.8158638,351,70,3,795,94,844,136
1776296001.8158638,351,72,3,835,397,960,531
1776296001.9133437,352,1,2,427,220,527,334
1776296001.9133437,352,2,2,435,110,496,172
1776296001.9133437,352,4,2,417,56,473,100
1776296001.9133437,352,7,2,417,17,470,65
1776296001.9133437,352,51,2,563,22,608,56
1776296001.914317,352,53,2,570,0,604,27
1776296001.914317,352,58,2,498,12,533,42
1776296001.914317,352,65,3,691,43,710,71
1776296001.914317,352,68,2,349,0,405,25
1776296001.914317,352,70,3,795,94,845,136
1776296001.914317,352,72,2,822,380,960,531
1776296001.914317,352,73,2,913,3,959,32
1776296001.994617,353,1,2,427,219,527,333
1776296001.994617,353,2,2,435,110,496,172
1776296001.994617,353,4,2,417,56,473,99
1776296001.994617,353,7,2,417,17,471,65
1776296001.994617,353,51,2,562,21,608,56
1776296001.9955902,353,53,2,570,0,602,26
1776296001.9955902,353,58,2,498,12,533,42
1776296001.9955902,353,65,3,691,43,710,71
1776296001.9955902,353,68,2,349,0,405,26
1776296001.9955902,353,72,2,817,375,960,530
1776296001.9955902,353,73,2,913,3,959,32
1776296002.0992892,354,1,2,427,217,526,331
1776296002.0992892,354,2,2,435,110,496,172
1776296002.0992892,354,4,2,417,56,473,99
1776296002.0992892,354,7,2,417,17,471,65
1776296002.0992892,354,51,2,561,21,605,55
1776296002.0992892,354,53,2,570,0,599,23
1776296002.0992892,354,58,2,497,11,531,40
1776296002.0992892,354,65,3,692,44,710,71
1776296002.0992892,354,68,2,345,0,404,28
1776296002.0992892,354,70,3,796,98,843,136
1776296002.0992892,354,72,3,805,360,960,531
1776296002.0992892,354,73,2,914,3,958,32
1776296002.169268,355,1,2,427,217,526,330
1776296002.170242,355,2,2,435,110,496,171
1776296002.170242,355,4,2,416,56,473,99
1776296002.170242,355,7,2,417,17,471,65
1776296002.170242,355,51,2,561,21,604,54
1776296002.170242,355,53,2,570,0,598,22
1776296002.170242,355,58,2,496,10,530,39
1776296002.170242,355,65,3,692,44,710,71
1776296002.170242,355,68,2,345,0,403,29
1776296002.170242,355,70,3,796,98,842,136
1776296002.170242,355,72,3,801,354,960,531
1776296002.170242,355,73,2,915,3,958,32
1776296002.2675467,356,1,2,426,215,526,329
1776296002.2675467,356,2,2,434,110,495,171
1776296002.2675467,356,4,2,417,56,472,99
1776296002.2675467,356,7,2,418,17,470,63
1776296002.2675467,356,51,2,560,19,603,52
1776296002.2675467,356,53,2,568,0,596,21
1776296002.2675467,356,58,2,496,9,530,37
1776296002.2675467,356,65,3,693,46,711,71
1776296002.2675467,356,68,2,342,0,403,31
1776296002.2675467,356,70,3,796,98,842,136
1776296002.2675467,356,72,2,791,343,960,532
1776296002.2675467,356,73,2,915,4,957,32
1776296002.344242,357,1,2,426,214,526,328
1776296002.344242,357,2,2,434,110,495,170
1776296002.344242,357,4,2,417,56,472,99
1776296002.344242,357,7,2,419,17,469,62
1776296002.344242,357,51,2,560,18,603,51
1776296002.344242,357,53,2,568,0,595,20
1776296002.344242,357,58,2,495,8,529,37
1776296002.344242,357,65,3,694,46,711,72
1776296002.344242,357,68,2,342,0,402,32
1776296002.344242,357,72,2,788,339,960,533
1776296002.344242,357,73,2,915,5,957,32
1776296002.4729588,358,1,2,427,213,525,325
1776296002.4729588,358,2,2,435,109,495,170
1776296002.4729588,358,4,2,417,56,473,99
1776296002.4729588,358,7,2,419,17,469,61
1776296002.4729588,358,51,2,559,17,601,49
1776296002.4729588,358,53,2,566,0,593,19
1776296002.4729588,358,58,2,496,7,528,34
1776296002.4729588,358,65,3,694,46,712,72
1776296002.4729588,358,68,2,341,1,401,34
1776296002.4729588,358,70,3,793,94,844,137
1776296002.4729588,358,72,2,780,327,960,531
1776296002.4729588,358,73,2,914,4,958,32
1776296002.4729588,358,74,3,294,17,312,38
1776296002.554718,359,1,2,427,212,525,324
1776296002.554718,359,2,2,435,109,495,169
1776296002.554718,359,4,2,417,56,473,99
1776296002.554718,359,7,2,419,17,469,60
1776296002.554718,359,51,2,559,16,601,48
1776296002.554718,359,53,2,565,0,592,19
1776296002.554718,359,58,2,496,6,528,33
1776296002.554718,359,65,3,694,46,712,72
1776296002.554718,359,68,2,341,1,399,35
1776296002.554718,359,70,3,793,94,844,137
1776296002.554718,359,72,2,777,323,960,531
1776296002.554718,359,73,2,914,4,958,32
1776296002.554718,359,74,3,294,18,312,38
1776296002.6525018,360,1,2,427,212,525,323
1776296002.6525018,360,2,2,435,109,495,169
1776296002.6525018,360,4,2,417,56,473,99
1776296002.653475,360,7,2,418,17,468,60
1776296002.653475,360,51,2,558,15,600,47
1776296002.653475,360,53,2,565,0,589,16
1776296002.653475,360,58,2,494,5,527,32
1776296002.653475,360,65,3,695,46,713,72
1776296002.653475,360,68,2,340,3,397,37
1776296002.653475,360,70,3,792,92,844,137
1776296002.653475,360,72,2,776,313,959,516
1776296002.653475,360,73,2,925,4,960,30
1776296002.653475,360,74,3,295,18,312,38
1776296002.7225828,361,1,2,427,211,525,322
1776296002.7225828,361,2,2,435,109,495,168
1776296002.72312,361,4,2,417,56,473,99
1776296002.72312,361,7,2,418,17,468,59
1776296002.72312,361,51,2,557,14,599,47
1776296002.72312,361,53,2,564,0,588,15
1776296002.72312,361,58,2,494,4,527,32
1776296002.72312,361,65,3,695,46,713,72
1776296002.72312,361,68,2,340,3,396,38
1776296002.72312,361,70,3,792,92,844,137
1776296002.72312,361,72,2,775,310,957,510
1776296002.72312,361,73,2,929,4,960,30
1776296002.8199565,362,1,2,428,209,525,320
1776296002.8199565,362,2,2,435,109,495,168
1776296002.8199565,362,4,2,416,56,474,100
1776296002.8199565,362,7,2,418,17,468,59
1776296002.8199565,362,51,2,556,14,598,47
1776296002.8199565,362,53,2,563,0,587,14
1776296002.8199565,362,58,2,493,2,527,31
1776296002.8199565,362,65,3,695,46,713,71
1776296002.8199565,362,68,2,338,5,394,41
1776296002.8199565,362,70,3,792,91,844,137
1776296002.8209298,362,72,2,774,301,950,491
1776296002.8209298,362,73,2,931,4,960,30
1776296002.8908818,363,1,2,428,208,525,319
1776296002.8908818,363,2,2,435,109,495,167
1776296002.8908818,363,4,2,416,56,474,100
1776296002.8908818,363,7,2,418,17,469,59
1776296002.8908818,363,51,2,556,14,598,47
1776296002.8908818,363,53,2,563,0,586,14
1776296002.8908818,363,58,2,493,1,527,30
1776296002.891854,363,65,3,695,46,713,71
1776296002.891854,363,68,2,337,6,392,42
1776296002.891854,363,70,3,792,91,844,137
1776296002.891854,363,72,2,774,298,948,484
1776296002.891854,363,73,2,932,4,960,30
1776296002.9952688,364,1,2,428,208,524,317
1776296002.9952688,364,2,2,434,108,495,168
1776296002.9952688,364,4,2,416,56,474,100
1776296002.9952688,364,7,2,418,17,469,59
1776296002.9952688,364,51,2,555,13,596,46
1776296002.9952688,364,53,2,561,0,583,13
1776296002.9952688,364,58,2,493,0,525,27
1776296002.9952688,364,65,3,695,46,714,71
1776296002.9962418,364,68,2,335,8,390,44
1776296002.9962418,364,70,3,793,94,843,137
1776296002.9962418,364,72,2,770,288,945,473
1776296002.9962418,364,73,2,933,4,960,30
1776296002.9962418,364,75,2,915,3,957,31
1776296003.0800588,365,1,2,427,207,524,316
1776296003.0800588,365,2,2,434,108,495,168
1776296003.0800588,365,4,2,417,56,473,100
1776296003.0800588,365,7,2,418,17,469,58
1776296003.0800588,365,51,2,554,12,595,45
1776296003.0800588,365,53,2,561,0,583,12
1776296003.0810323,365,58,2,493,0,524,26
1776296003.0810323,365,65,3,696,46,715,71
1776296003.0810323,365,68,2,334,8,388,45
1776296003.0810323,365,70,3,794,95,842,137
1776296003.0810323,365,72,2,769,285,945,469
1776296003.0810323,365,75,2,915,4,957,30
1776296003.1770942,366,1,2,428,206,523,314
1776296003.1770942,366,2,2,434,108,495,168
1776296003.1770942,366,4,2,417,56,473,100
1776296003.1770942,366,7,2,417,17,470,60
1776296003.1770942,366,51,2,552,10,594,44
1776296003.1770942,366,53,2,561,0,580,10
1776296003.1780672,366,58,2,492,0,523,25
1776296003.1780672,366,65,3,696,47,715,72
1776296003.1780672,366,68,2,332,11,386,48
1776296003.1780672,366,70,3,794,95,842,137
1776296003.1780672,366,72,2,768,277,937,448
1776296003.1780672,366,75,2,914,4,958,31
1776296003.2564445,367,1,2,428,205,523,313
1776296003.2564445,367,2,2,433,108,495,167
1776296003.2564445,367,4,2,417,56,473,100
1776296003.257422,367,7,2,417,17,470,61
1776296003.257422,367,51,2,552,9,594,43
1776296003.257422,367,53,2,560,0,579,9
1776296003.257422,367,58,2,492,0,523,25
1776296003.257422,367,65,3,696,47,715,72
1776296003.257422,367,68,2,332,11,385,49
1776296003.257422,367,72,2,766,274,935,440
1776296003.257422,367,75,2,914,4,958,31
1776296003.3479843,368,1,2,428,204,522,311
1776296003.3479843,368,2,2,433,107,494,167
1776296003.3479843,368,4,2,417,56,473,99
1776296003.3479843,368,7,2,417,18,470,61
1776296003.3479843,368,51,2,551,9,592,42
1776296003.3479843,368,53,2,560,0,577,8
1776296003.3479843,368,58,2,493,0,522,23
1776296003.3479843,368,65,3,696,47,715,72
1776296003.3479843,368,68,2,328,12,382,51
1776296003.3479843,368,72,2,759,266,924,425
1776296003.3479843,368,75,2,914,4,957,31
1776296003.4153035,369,1,2,428,204,522,310
1776296003.4153035,369,2,2,433,107,494,166
1776296003.4153035,369,4,2,417,56,473,99
1776296003.4153035,369,7,2,417,18,470,61
1776296003.4153035,369,51,2,551,9,591,42
1776296003.4153035,369,58,2,493,0,521,22
1776296003.4153035,369,65,3,697,47,716,72
1776296003.4153035,369,68,2,327,13,381,52
1776296003.4153035,369,72,2,756,263,921,419
1776296003.4162765,369,75,2,914,4,957,31
1776296003.5101821,370,1,2,428,203,522,308
1776296003.5101821,370,2,2,433,107,494,166
1776296003.5101821,370,4,2,415,55,474,100
1776296003.5101821,370,7,2,418,18,470,60
1776296003.5101821,370,51,2,550,8,590,42
1776296003.5101821,370,58,2,494,0,520,20
1776296003.5111566,370,65,3,697,47,716,72
1776296003.5111566,370,68,2,325,14,380,55
1776296003.5111566,370,72,2,749,256,911,406
1776296003.5111566,370,75,2,914,4,958,31
1776296003.5813756,371,1,2,428,202,522,307
1776296003.5813756,371,2,2,433,106,494,165
1776296003.5813756,371,4,2,415,55,474,100
1776296003.5813756,371,7,2,418,18,470,59
1776296003.5813756,371,51,2,550,8,590,42
1776296003.5813756,371,58,2,494,0,519,19
1776296003.5813756,371,65,3,698,47,717,72
1776296003.5818903,371,68,2,324,15,380,57
1776296003.581902,371,72,2,746,254,909,402
1776296003.581902,371,75,2,914,4,958,31
1776296003.676815,372,1,2,428,200,522,305
1776296003.676815,372,2,2,433,106,493,165
1776296003.676815,372,4,2,416,55,473,98
1776296003.676815,372,7,2,417,18,469,59
1776296003.676815,372,51,2,549,7,589,40
1776296003.676815,372,58,2,496,0,518,17
1776296003.676815,372,65,3,698,48,717,72
1776296003.676815,372,68,2,321,17,376,60
1776296003.676815,372,72,2,740,246,900,389
1776296003.676815,372,75,2,913,3,959,31
1776296003.746901,373,1,2,428,198,522,304
1776296003.746901,373,2,2,433,106,493,164
1776296003.746901,373,4,2,416,54,473,98
1776296003.746901,373,7,2,417,18,469,59
1776296003.746901,373,51,2,549,6,588,39
1776296003.746901,373,58,2,496,0,518,16
1776296003.746901,373,65,3,699,48,717,72
1776296003.746901,373,68,2,321,18,375,61
1776296003.746901,373,72,2,738,244,897,385
1776296003.746901,373,75,2,913,3,959,32
1776296003.8417346,374,1,2,428,197,522,303
1776296003.8417346,374,2,2,433,106,494,164
1776296003.8417346,374,4,2,416,54,473,97
1776296003.8417346,374,7,2,417,17,470,59
1776296003.8417346,374,51,2,548,5,587,38
1776296003.8417346,374,58,2,494,0,516,15
1776296003.8417346,374,65,3,699,47,718,71
1776296003.8417346,374,68,2,317,20,372,64
1776296003.8417346,374,72,2,733,236,889,373
1776296003.8426676,374,75,2,914,3,959,32
1776296003.9162765,375,1,2,427,197,522,302
1776296003.9162765,375,2,2,434,105,494,163
1776296003.9162765,375,4,2,416,54,473,97
1776296003.9162765,375,7,2,417,17,470,59
1776296003.9162765,375,51,2,548,4,586,37
1776296003.9162765,375,58,2,493,0,516,15
1776296003.9162765,375,65,3,699,47,718,71
1776296003.9162765,375,68,2,316,21,371,65
1776296003.9162765,375,72,2,731,234,887,369
1776296003.9162765,375,75,2,914,2,959,32
1776296004.0110927,376,1,2,428,196,521,300
1776296004.0110927,376,2,2,433,105,493,163
1776296004.0110927,376,4,2,417,54,472,96
1776296004.0110927,376,7,2,417,17,469,58
1776296004.0110927,376,51,2,548,4,585,36
1776296004.0110927,376,58,2,494,0,514,14
1776296004.0110927,376,65,3,700,47,718,71
1776296004.0110927,376,68,2,314,24,368,69
1776296004.0110927,376,72,2,725,228,880,360
1776296004.0110927,376,75,2,914,2,958,31
1776296004.0835185,377,1,2,428,195,521,299
1776296004.0835185,377,2,2,433,105,493,162
1776296004.0835185,377,4,2,417,54,472,96
1776296004.0835185,377,7,2,418,17,469,58
1776296004.0835185,377,51,2,547,3,584,35
1776296004.0835185,377,58,2,493,0,514,13
1776296004.0835185,377,65,3,700,47,718,71
1776296004.0835185,377,68,2,313,25,367,70
1776296004.0835185,377,72,2,722,226,878,357
1776296004.0835185,377,75,2,914,2,958,31
1776296004.1758208,378,1,2,428,194,521,298
1776296004.1758208,378,2,2,432,104,494,162
1776296004.1758208,378,4,2,416,54,473,97
1776296004.1767943,378,7,2,416,16,471,61
1776296004.1767943,378,51,2,547,3,583,34
1776296004.1767943,378,58,2,493,0,513,12
1776296004.1767943,378,65,3,700,48,719,71
1776296004.1767943,378,68,2,310,27,365,73
1776296004.1767943,378,72,2,718,220,871,349
1776296004.1767943,378,75,2,913,2,959,31
1776296004.2420168,379,1,2,428,193,521,297
1776296004.2420168,379,2,2,432,104,494,161
1776296004.2420168,379,4,2,416,54,473,97
1776296004.2420168,379,7,2,415,16,472,62
1776296004.2420168,379,51,2,547,2,582,33
1776296004.2420168,379,68,2,310,28,364,74
1776296004.2420168,379,72,2,716,218,869,346
1776296004.2420168,379,75,2,913,2,959,30
1776296004.353679,380,1,2,428,192,521,296
1776296004.353679,380,2,2,432,103,494,161
1776296004.353679,380,4,2,417,53,473,96
1776296004.353679,380,7,2,417,16,471,59
1776296004.353679,380,51,2,546,2,581,32
1776296004.353679,380,65,3,701,48,719,71
1776296004.353679,380,68,2,305,30,362,79
1776296004.353679,380,72,2,713,213,863,337
1776296004.353679,380,75,2,914,2,958,30
1776296004.4352343,381,1,2,428,192,521,295
1776296004.4352343,381,2,2,433,102,494,160
1776296004.43621,381,4,2,417,53,473,96
1776296004.43621,381,7,2,418,16,470,58
1776296004.43621,381,51,2,546,1,581,31
1776296004.43621,381,65,3,701,48,720,72
1776296004.43621,381,68,2,303,31,361,81
1776296004.43621,381,72,2,712,211,861,335
1776296004.43621,381,75,2,914,2,958,30
1776296004.5520031,382,1,2,428,191,520,293
1776296004.5520031,382,2,2,433,102,494,160
1776296004.5520031,382,4,2,417,53,473,96
1776296004.5520031,382,7,2,418,16,470,58
1776296004.5520031,382,51,2,546,1,579,30
1776296004.5520031,382,65,3,702,48,721,72
1776296004.5520031,382,68,2,300,35,358,85
1776296004.5529578,382,72,2,706,206,855,329
1776296004.5529578,382,75,2,914,2,958,30
1776296004.5529578,382,78,2,492,0,515,9
1776296004.6356912,383,1,2,428,190,520,292
1776296004.6356912,383,2,2,433,102,494,160
1776296004.6356912,383,4,2,417,53,473,96
1776296004.6356912,383,7,2,418,16,470,58
1776296004.6356912,383,51,2,546,0,579,29
1776296004.6356912,383,65,3,702,48,721,72
1776296004.6356912,383,68,2,299,36,357,87
1776296004.6356912,383,72,2,704,204,854,327
1776296004.6356912,383,75,2,914,2,958,30
1776296004.6356912,383,78,2,492,0,514,8
1776296004.7437901,384,1,2,428,189,520,291
1776296004.7437901,384,2,2,433,102,494,160
1776296004.7437901,384,4,2,416,53,474,97
1776296004.7437901,384,7,2,414,16,473,64
1776296004.7437901,384,51,2,544,0,578,28
1776296004.7437901,384,65,3,702,47,722,73
1776296004.7437901,384,68,2,295,39,353,91
1776296004.7437901,384,72,2,700,200,848,321
1776296004.7437901,384,75,2,914,2,958,30
1776296004.7437901,384,78,2,492,0,514,8
1776296004.818812,385,1,2,428,189,520,290
1776296004.818812,385,2,2,433,102,494,159
1776296004.818812,385,4,2,416,53,474,97
1776296004.8197894,385,7,2,413,16,474,66
1776296004.8197894,385,51,2,544,0,577,28
